x_0	f(x)
$flags auto[subscript]:8	auto[subscript]:8
9.57001986e-01	1.71690775e+00
9.60907987e-01	1.76132137e+00
9.64813988e-01	1.80950861e+00
9.68719990e-01	1.86230564e+00
9.72625991e-01	1.92087064e+00
9.76531992e-01	1.98687712e+00
9.80437994e-01	2.06288019e+00
9.84343995e-01	2.15308485e+00
9.88249996e-01	2.26520654e+00
9.92155997e-01	2.41609413e+00
9.96061999e-01	2.65733975e+00
9.99968000e-01	3.99755546e+00
