# ordering=colwise,  basis=BASIS_HAT_HIER, number points=1657, (max)level(s): (7,8), domain=[0,1] x [0,6.2831853]
# x_i : coordinates; (l_i,i_i): multiindex coords; scalaridx_i: linearized multiindex coords
x_0	x_1	f(x)	l_0	i_0	scalaridx_0	l_1	i_1	scalaridx_1	

0.09375	0	-3.0517578e-05	5	3	18	0	0	0	
0.09375	0.19634954	0.00060281647	5	3	18	5	1	17	
0.09375	0.39269908	0.0015793072	5	3	18	4	1	9	
0.09375	0.58904862	0.00031853578	5	3	18	5	3	18	
0.09375	0.78539816	0.00010262488	5	3	18	3	1	5	
0.09375	1.1780972	-0.00082402463	5	3	18	4	3	10	
0.09375	1.3744468	-0.0003264935	5	3	18	5	7	20	
0.09375	1.5707963	-0.014985252	5	3	18	2	1	3	
0.09375	1.7671459	-0.0003264935	5	3	18	5	9	21	
0.09375	1.9634954	-0.00082402463	5	3	18	4	5	11	
0.09375	2.3561945	0.00010262488	5	3	18	3	3	6	
0.09375	2.552544	0.00031853578	5	3	18	5	13	23	
0.09375	2.7488936	0.0015793072	5	3	18	4	7	12	
0.09375	2.9452431	0.00060281647	5	3	18	5	15	24	
0.09375	3.1415927	-2.8135046e-17	5	3	18	1	1	2	
0.09375	3.3379422	0.00060281647	5	3	18	5	17	25	
0.09375	3.5342917	0.0015793072	5	3	18	4	9	13	
0.09375	3.7306413	0.00031853578	5	3	18	5	19	26	
0.09375	3.9269908	0.00010262488	5	3	18	3	5	7	
0.09375	4.3196899	-0.00082402463	5	3	18	4	11	14	
0.09375	4.5160394	-0.0003264935	5	3	18	5	23	28	
0.09375	4.712389	-0.014985252	5	3	18	2	3	4	
0.09375	4.9087385	-0.0003264935	5	3	18	5	25	29	
0.09375	5.1050881	-0.00082402463	5	3	18	4	13	15	
0.09375	5.4977871	0.00010262488	5	3	18	3	7	8	
