# ordering=colwise,  basis=BASIS_NODAL, number points=1089, (max)level(s): (5,5), domain=[0,1] x [0,6.2831853]
# x_i : coordinates; (l_i,i_i): multiindex coords; scalaridx_i: linearized multiindex coords
x_0	x_1	f(x)	l_0	i_0	scalaridx_0	l_1	i_1	scalaridx_1	
0.84375	4.9087385	0.5097191	5	27	30	5	25	29	
0.84375	5.1050881	0.50958581	5	27	30	4	13	15	
0.84375	5.3014376	0.5093965	5	27	30	5	27	30	
0.84375	5.4977871	0.5090565	5	27	30	3	7	8	
0.84375	5.6941367	0.50881026	5	27	30	5	29	31	
0.84375	5.8904862	0.50868188	5	27	30	4	15	16	
0.84375	6.0868358	0.50852828	5	27	30	5	31	32	
0.84375	6.2831853	0.50836182	5	27	30	0	1	1	

0.875	0	0.58642578	3	7	8	0	0	0	
0.875	0.19634954	0.58655365	3	7	8	5	1	17	
0.875	0.39269908	0.58667037	3	7	8	4	1	9	
0.875	0.58904862	0.58676523	3	7	8	5	3	18	
0.875	0.78539816	0.58695194	3	7	8	3	1	5	
0.875	0.9817477	0.58721055	3	7	8	5	5	19	
0.875	1.1780972	0.58734495	3	7	8	4	3	10	
0.875	1.3744468	0.58743046	3	7	8	5	7	20	
0.875	1.5707963	0.58736945	3	7	8	2	1	3	
0.875	1.7671459	0.58743046	3	7	8	5	9	21	
0.875	1.9634954	0.58734495	3	7	8	4	5	11	
0.875	2.1598449	0.58721055	3	7	8	5	11	22	
0.875	2.3561945	0.58695194	3	7	8	3	3	6	
0.875	2.552544	0.58676523	3	7	8	5	13	23	
0.875	2.7488936	0.58667037	3	7	8	4	7	12	
0.875	2.9452431	0.58655365	3	7	8	5	15	24	
0.875	3.1415927	0.58642578	3	7	8	1	1	2	
0.875	3.3379422	0.58655365	3	7	8	5	17	25	
0.875	3.5342917	0.58667037	3	7	8	4	9	13	
0.875	3.7306413	0.58676523	3	7	8	5	19	26	
0.875	3.9269908	0.58695194	3	7	8	3	5	7	
0.875	4.1233404	0.58721055	3	7	8	5	21	27	
0.875	4.3196899	0.58734495	3	7	8	4	11	14	
0.875	4.5160394	0.58743046	3	7	8	5	23	28	
0.875	4.712389	0.58736945	3	7	8	2	3	4	
0.875	4.9087385	0.58743046	3	7	8	5	25	29	
0.875	5.1050881	0.58734495	3	7	8	4	13	15	
0.875	5.3014376	0.58721055	3	7	8	5	27	30	
0.875	5.4977871	0.58695194	3	7	8	3	7	8	
0.875	5.6941367	0.58676523	3	7	8	5	29	31	
0.875	5.8904862	0.58667037	3	7	8	4	15	16	
0.875	6.0868358	0.58655365	3	7	8	5	31	32	
0.875	6.2831853	0.58642578	3	7	8	0	1	1	

0.90625	0	0.67633057	5	29	31	0	0	0	
0.90625	0.19634954	0.67645438	5	29	31	5	1	17	
0.90625	0.39269908	0.67656877	5	29	31	4	1	9	
0.90625	0.58904862	0.67666465	5	29	31	5	3	18	
0.90625	0.78539816	0.67682637	5	29	31	3	1	5	
0.90625	0.9817477	0.67703812	5	29	31	5	5	19	
0.90625	1.1780972	0.67715214	5	29	31	4	3	10	
0.90625	1.3744468	0.67722442	5	29	31	5	7	20	
0.90625	1.5707963	0.67718141	5	29	31	2	1	3	
0.90625	1.7671459	0.67722442	5	29	31	5	9	21	
0.90625	1.9634954	0.67715214	5	29	31	4	5	11	
0.90625	2.1598449	0.67703812	5	29	31	5	11	22	
0.90625	2.3561945	0.67682637	5	29	31	3	3	6	
0.90625	2.552544	0.67666465	5	29	31	5	13	23	
0.90625	2.7488936	0.67656877	5	29	31	4	7	12	
0.90625	2.9452431	0.67645438	5	29	31	5	15	24	
0.90625	3.1415927	0.67633057	5	29	31	1	1	2	
0.90625	3.3379422	0.67645438	5	29	31	5	17	25	
0.90625	3.5342917	0.67656877	5	29	31	4	9	13	
0.90625	3.7306413	0.67666465	5	29	31	5	19	26	
0.90625	3.9269908	0.67682637	5	29	31	3	5	7	
0.90625	4.1233404	0.67703812	5	29	31	5	21	27	
0.90625	4.3196899	0.67715214	5	29	31	4	11	14	
0.90625	4.5160394	0.67722442	5	29	31	5	23	28	
0.90625	4.712389	0.67718141	5	29	31	2	3	4	
0.90625	4.9087385	0.67722442	5	29	31	5	25	29	
0.90625	5.1050881	0.67715214	5	29	31	4	13	15	
0.90625	5.3014376	0.67703812	5	29	31	5	27	30	
0.90625	5.4977871	0.67682637	5	29	31	3	7	8	
0.90625	5.6941367	0.67666465	5	29	31	5	29	31	
0.90625	5.8904862	0.67656877	5	29	31	4	15	16	
0.90625	6.0868358	0.67645438	5	29	31	5	31	32	
0.90625	6.2831853	0.67633057	5	29	31	0	1	1	

0.9375	0	0.77258301	4	15	16	0	0	0	
0.9375	0.19634954	0.77270277	4	15	16	5	1	17	
0.9375	0.39269908	0.77281482	4	15	16	4	1	9	
0.9375	0.58904862	0.77291173	4	15	16	5	3	18	
0.9375	0.78539816	0.77304845	4	15	16	3	1	5	
0.9375	0.9817477	0.77321334	4	15	16	5	5	19	
0.9375	1.1780972	0.77330699	4	15	16	4	3	10	
0.9375	1.3744468	0.77336603	4	15	16	5	7	20	
0.9375	1.5707963	0.77334102	4	15	16	2	1	3	
0.9375	1.7671459	0.77336603	4	15	16	5	9	21	
0.9375	1.9634954	0.77330699	4	15	16	4	5	11	
0.9375	2.1598449	0.77321334	4	15	16	5	11	22	
0.9375	2.3561945	0.77304845	4	15	16	3	3	6	
0.9375	2.552544	0.77291173	4	15	16	5	13	23	
0.9375	2.7488936	0.77281482	4	15	16	4	7	12	
0.9375	2.9452431	0.77270277	4	15	16	5	15	24	
0.9375	3.1415927	0.77258301	4	15	16	1	1	2	
0.9375	3.3379422	0.77270277	4	15	16	5	17	25	
0.9375	3.5342917	0.77281482	4	15	16	4	9	13	
0.9375	3.7306413	0.77291173	4	15	16	5	19	26	
0.9375	3.9269908	0.77304845	4	15	16	3	5	7	
0.9375	4.1233404	0.77321334	4	15	16	5	21	27	
0.9375	4.3196899	0.77330699	4	15	16	4	11	14	
0.9375	4.5160394	0.77336603	4	15	16	5	23	28	
0.9375	4.712389	0.77334102	4	15	16	2	3	4	
0.9375	4.9087385	0.77336603	4	15	16	5	25	29	
0.9375	5.1050881	0.77330699	4	15	16	4	13	15	
0.9375	5.3014376	0.77321334	4	15	16	5	27	30	
0.9375	5.4977871	0.77304845	4	15	16	3	7	8	
0.9375	5.6941367	0.77291173	4	15	16	5	29	31	
0.9375	5.8904862	0.77281482	4	15	16	4	15	16	
0.9375	6.0868358	0.77270277	4	15	16	5	31	32	
0.9375	6.2831853	0.77258301	4	15	16	0	1	1	

0.96875	0	0.88262939	5	31	32	0	0	0	
0.96875	0.19634954	0.88274511	5	31	32	5	1	17	
0.96875	0.39269908	0.88285482	5	31	32	4	1	9	
0.96875	0.58904862	0.88295275	5	31	32	5	3	18	
0.96875	0.78539816	0.88306448	5	31	32	3	1	5	
0.96875	0.9817477	0.88318251	5	31	32	5	5	19	
0.96875	1.1780972	0.88325578	5	31	32	4	3	10	
0.96875	1.3744468	0.88330159	5	31	32	5	7	20	
0.96875	1.5707963	0.88329458	5	31	32	2	1	3	
0.96875	1.7671459	0.88330159	5	31	32	5	9	21	
0.96875	1.9634954	0.88325578	5	31	32	4	5	11	
0.96875	2.1598449	0.88318251	5	31	32	5	11	22	
0.96875	2.3561945	0.88306448	5	31	32	3	3	6	
0.96875	2.552544	0.88295275	5	31	32	5	13	23	
0.96875	2.7488936	0.88285482	5	31	32	4	7	12	
0.96875	2.9452431	0.88274511	5	31	32	5	15	24	
0.96875	3.1415927	0.88262939	5	31	32	1	1	2	
0.96875	3.3379422	0.88274511	5	31	32	5	17	25	
0.96875	3.5342917	0.88285482	5	31	32	4	9	13	
0.96875	3.7306413	0.88295275	5	31	32	5	19	26	
0.96875	3.9269908	0.88306448	5	31	32	3	5	7	
0.96875	4.1233404	0.88318251	5	31	32	5	21	27	
0.96875	4.3196899	0.88325578	5	31	32	4	11	14	
0.96875	4.5160394	0.88330159	5	31	32	5	23	28	
0.96875	4.712389	0.88329458	5	31	32	2	3	4	
0.96875	4.9087385	0.88330159	5	31	32	5	25	29	
0.96875	5.1050881	0.88325578	5	31	32	4	13	15	
0.96875	5.3014376	0.88318251	5	31	32	5	27	30	
0.96875	5.4977871	0.88306448	5	31	32	3	7	8	
0.96875	5.6941367	0.88295275	5	31	32	5	29	31	
0.96875	5.8904862	0.88285482	5	31	32	4	15	16	
0.96875	6.0868358	0.88274511	5	31	32	5	31	32	
0.96875	6.2831853	0.88262939	5	31	32	0	1	1	

1	0	1	0	1	1	0	0	0	
1	0.19634954	1.0001117	0	1	1	5	1	17	
1	0.39269908	1.000219	0	1	1	4	1	9	
1	0.58904862	1.000318	0	1	1	5	3	18	
1	0.78539816	1.0004047	0	1	1	3	1	5	
1	0.9817477	1.0004759	0	1	1	5	5	19	
1	1.1780972	1.0005288	0	1	1	4	3	10	
1	1.3744468	1.0005614	0	1	1	5	7	20	
1	1.5707963	1.0005724	0	1	1	2	1	3	
1	1.7671459	1.0005614	0	1	1	5	9	21	
1	1.9634954	1.0005288	0	1	1	4	5	11	
1	2.1598449	1.0004759	0	1	1	5	11	22	
1	2.3561945	1.0004047	0	1	1	3	3	6	
1	2.552544	1.000318	0	1	1	5	13	23	
1	2.7488936	1.000219	0	1	1	4	7	12	
1	2.9452431	1.0001117	0	1	1	5	15	24	
1	3.1415927	1	0	1	1	1	1	2	
1	3.3379422	1.0001117	0	1	1	5	17	25	
1	3.5342917	1.000219	0	1	1	4	9	13	
1	3.7306413	1.000318	0	1	1	5	19	26	
1	3.9269908	1.0004047	0	1	1	3	5	7	
1	4.1233404	1.0004759	0	1	1	5	21	27	
1	4.3196899	1.0005288	0	1	1	4	11	14	
1	4.5160394	1.0005614	0	1	1	5	23	28	
1	4.712389	1.0005724	0	1	1	2	3	4	
1	4.9087385	1.0005614	0	1	1	5	25	29	
1	5.1050881	1.0005288	0	1	1	4	13	15	
1	5.3014376	1.0004759	0	1	1	5	27	30	
1	5.4977871	1.0004047	0	1	1	3	7	8	
1	5.6941367	1.000318	0	1	1	5	29	31	
1	5.8904862	1.000219	0	1	1	4	15	16	
1	6.0868358	1.0001117	0	1	1	5	31	32	
1	6.2831853	1	0	1	1	0	1	1	

